timestamp,actor_type,total_created,avg_init_time,avg_active_time,event_counts
2025-11-03 21:51:34,summary,1,0.0,0.0,"=== Lifecycle Analytics Report ===\nTotal creations: 0\n\nPer-type summary:\n\nEvent counts by type:\n\nActive actor snapshot:\n=================================\n"
